head,relation,tail,prompt,response,pred_relation,true_relation,verification,pred_verification,pred_relation_2
Haris Vučkić,is affiliated to,Cardiff City F.C.,What is the relationship between 'Haris Vučkić' and 'Cardiff City F.C.'?,"1. Haris Vučkić [played for] Cardiff City F.C.;
2. Haris Vučkić [was loaned to] Cardiff City F.C.; 
3. Haris Vučkić [is a former player of] Cardiff City F.C.","['played for', 'was loaned to', 'is a former player of']",is affiliated to,"['True. Reason: Haris Vučkić has played for Cardiff City F.C. during the 2015-2016 season on loan.', 'True. Reason: Haris Vučkić was indeed loaned to Cardiff City F.C. during the 2013-2014 season. This is a factual relationship documented in football transfers and loan deals.', 'False. Reason: Haris Vučkić is a current player for Cardiff City F.C., not a former player.']","['true', 'true', 'false']","['plays for', 'was born in', 'is connected to', 'acted in']"
Sergey Timofeev,plays for,FC Kyzylzhar,What is the relationship between 'Sergey Timofeev' and 'FC Kyzylzhar'?,1. Sergey Timofeev [plays for] FC Kyzylzhar.,['plays for'],plays for,['False. Reason: There is no publicly available information or common knowledge suggesting that Sergey Timofeev plays for or is associated with FC Kyzylzhar.'],['false'],['worked at']
Alberto Cavasin,plays for,Calcio Padova,What is the relationship between 'Alberto Cavasin' and 'Calcio Padova'?,"1. Alberto Cavasin [worked at] Calcio Padova; 
2. Alberto Cavasin [coached] Calcio Padova; 
3. Alberto Cavasin [is affiliated to] Calcio Padova; 
4. Alberto Cavasin [has connection to] Calcio Padova;","['worked at', 'coached', 'is affiliated to', 'has connection to']",plays for,"['False. Reason: Alberto Cavasin is an Italian football manager who has never worked at Calcio Padova, based on available records and information.', 'False. Reason: Alberto Cavasin has never coached Calcio Padova in real life.', 'False. Reason: Alberto Cavasin is a person, while Calcio Padova is a football club. It is not common for a person to be affiliated with a football club in this way.', 'False. Reason: Alberto Cavasin is an Italian football manager and coach, while Calcio Padova is an Italian football club. The relationship ""has connection to"" is not specific enough to determine whether Cavasin has any direct or significant relationship with Calcio Padova.']","['false', 'false', 'false', 'false']","['has coached', 'worked at', 'managed']"
Serhiy Lyulka,plays for,Ukraine national under 19 football team,What is the relationship between 'Serhiy Lyulka' and 'Ukraine national under 19 football team'?,"1. Serhiy Lyulka [played for] Ukraine national under 19 football team; 
2. Serhiy Lyulka [coached] Ukraine national under 19 football team; 
3. Serhiy Lyulka [is from] Ukraine national under 19 football team; 
4. Serhiy Lyulka [is affiliated to] Ukraine national under 19 football team.","['played for', 'coached', 'is from', 'is affiliated to']",plays for,"['False. Reason: Serhiy Lyulka is a Ukrainian football coach and former player, but there is no specific information or common knowledge indicating that he played for the Ukraine national under-19 football team.', 'False. Reason: Serhiy Lyulka has not been associated with coaching the Ukraine national under 19 football team based on available records and information.', 'False. Reason: Serhiy Lyulka is a football player, not a team. The relationship should be between a player and a team, not a player and another player or entity.', 'False. Reason: Serhiy Lyulka is a Ukrainian football coach and former player, and the Ukraine national under-19 football team consists of players below the age of 19. As a coach or former player, Serhiy Lyulka is not directly affiliated with the national under-19 team as a player.']","['false', 'false', 'false', 'false']","['works at', 'is connected to', 'has played for']"
Hang Nadim Airport,is connected to,Sultan Syarif Kasim II International Airport,What is the relationship between 'Hang Nadim Airport' and 'Sultan Syarif Kasim II International Airport'?,"1. Hang Nadim Airport [is located in] Sultan Syarif Kasim II International Airport; 
2. Hang Nadim Airport [has neighbor] Sultan Syarif Kasim II International Airport.","['is located in', 'has neighbor']",is connected to,"['False. Reason: Hang Nadim Airport and Sultan Syarif Kasim II International Airport are located in different cities in Indonesia. Hang Nadim Airport is located in Batam, while Sultan Syarif Kasim II International Airport is located in Pekanbaru.', 'True. Reason: Hang Nadim Airport and Sultan Syarif Kasim II International Airport are two airports located in neighboring cities (Batam and Pekanbaru) in Indonesia. It is common for airports in close proximity to be considered neighbors in a geographical sense.']","['false', 'true']","['has neighbor', 'has neighbor', 'is connected to', 'is affiliated to']"
Arnar Førsund,was born in,Oslo,What is the relationship between 'Arnar Førsund' and 'Oslo'?,1. Arnar Førsund [lives in] Oslo; 2. Arnar Førsund [is connected to] Oslo; 3. Arnar Førsund [was born in] Oslo.,"['lives in', 'is connected to', 'was born in']",was born in,"['True. Reason: Arnar Førsund is a Norwegian singer and songwriter who is known to live in Oslo, the capital of Norway.', 'False. Reason: There is no widely known or established connection between Arnar Førsund and Oslo that would support this relationship.', 'True. Reason: Oslo is the capital and largest city of Norway, and Arnar Førsund is a common Norwegian name, so it is plausible to assume that Arnar Førsund could have been born in Oslo.']","['true', 'false', 'true']","['lives in', 'was born in', 'lives in', 'was born in', 'is affiliated to', 'has neighbor', 'works at', 'studied at', 'acted in']"
Hjalte Nørregaard,is affiliated to,Aarhus Gymnastikforening,What is the relationship between 'Hjalte Nørregaard' and 'Aarhus Gymnastikforening'?,"1. Hjalte Nørregaard [plays for] Aarhus Gymnastikforening; 
2. Hjalte Nørregaard [is citizen of] Aarhus Gymnastikforening; 
3. Hjalte Nørregaard [is affiliated to] Aarhus Gymnastikforening; ","['plays for', 'is citizen of', 'is affiliated to']",is affiliated to,"['False. Reason: Hjalte Nørregaard is a retired Danish professional footballer who used to play for Aarhus Gymnastikforening, so the relationship existed in the past, but currently, he is not playing for them.', 'False. Reason: Hjalte Nørregaard is a footballer who has played for Aarhus Gymnastikforening (AGF) in Denmark, but being a player for a sports team does not necessarily imply citizenship of that location. The relationship ""is citizen of"" does not apply in this context.', 'True. Reason: Hjalte Nørregaard is a Danish footballer who is known to be affiliated with Aarhus Gymnastikforening (AGF), a professional football club in Denmark.']","['false', 'false', 'true']","['is affiliated to', 'is affiliated to', 'is leader of', 'played for', 'is connected to', 'was born in', 'has played with', 'has ties to', 'had a career with', 'supports', 'promotes']"
John Moody (footballer),plays for,Arsenal F.C.,What is the relationship between 'John Moody (footballer)' and 'Arsenal F.C.'?,"1. John Moody (footballer) [played for] Arsenal F.C.;
2. John Moody (footballer) [was born in] Arsenal F.C.;
3. John Moody (footballer) [is affiliated to] Arsenal F.C.","['played for', 'was born in', 'is affiliated to']",plays for,"['False. Reason: John Moody, the footballer, did not play for Arsenal F.C. based on available records and historical data.', 'False. Reason: A footballer (John Moody) cannot be ""born in"" a football club (Arsenal F.C.). The relationship should be that John Moody may have played for Arsenal F.C., but he was not born in the football club.', 'True. Reason: John Moody is affiliated with Arsenal F.C. as a former player based on the historical records and information available in the knowledge graph.']","['false', 'false', 'true']","['is affiliated to', 'played for', 'was scouted by', 'was a fan of', 'trained with', 'competed against', 'signed with']"
Ryan Sugden,plays for,Oldham Athletic A.F.C.,What is the relationship between 'Ryan Sugden' and 'Oldham Athletic A.F.C.'?,"1. Ryan Sugden [played for] Oldham Athletic A.F.C.;
2. Ryan Sugden [is affiliated to] Oldham Athletic A.F.C.;","['played for', 'is affiliated to']",plays for,"['True. Reason: Ryan Sugden played for Oldham Athletic A.F.C., as it is a common knowledge in sports.', 'False. Reason: This relationship is false. Ryan Sugden has no known affiliation with Oldham Athletic A.F.C. based on any available public information.']","['true', 'false']","['played for', 'is connected to', 'is married to', 'is citizen of', 'works at']"
Matthew Gill,plays for,Norwich City F.C.,What is the relationship between 'Matthew Gill' and 'Norwich City F.C.'?,"1. Matthew Gill [played for] Norwich City F.C.;
2. Matthew Gill [is associated with] Norwich City F.C.;
3. Matthew Gill [was born in] Norwich City F.C.;
4. Matthew Gill [worked at] Norwich City F.C.","['played for', 'is associated with', 'was born in', 'worked at']",plays for,"['False. Reason: As of my knowledge cutoff date in September 2021, Matthew Gill did not play for Norwich City F.C. Therefore, the relationship is false.', 'True. Reason: Matthew Gill is a former professional footballer who played for Norwich City F.C., so he is associated with the club as a player.', 'False. Reason: Norwich City F.C. is a football (soccer) club, not a location where a person can be born. Therefore, Matthew Gill could not have been born in Norwich City F.C.', ""False. Reason: Matthew Gill currently serves as the Under-23's head coach at Norwich City F.C., which indicates that he is employed by the club rather than having previously worked there.""]","['false', 'true', 'false', 'false']","['played for', 'is connected to', 'was born in', 'is affiliated to', 'works at']"
Igor Grkajac,was born in,Kraljevo,What is the relationship between 'Igor Grkajac' and 'Kraljevo'?,1. Igor Grkajac [lives in] Kraljevo.,['lives in'],was born in,"[""False. Reason: I couldn't find any common sense information that suggests Igor Grkajac lives in Kraljevo.""]",['false'],['is located in']
