head,relation,tail,prompt,response,pred_relation,true_relation,verification,pred_verification,pred_relation_2
golf-club_head,has part,toe,What is the relationship between 'golf-club_head' and 'toe'?,'golf-club_head' [has part] 'toe',['has part'],has part,"[""False. Reason: The relationship between 'golf-club_head' and 'toe' is not a common or typical relationship that is usually found in a knowledge graph based on common sense. A golf club head is a component of a golf club, whereas the toe is a part of a foot or a shoe. There is no direct or meaningful relationship between these two entities in a general sense.""]",['false'],['part of']
abstraction,derivationally related form,abstract,What is the relationship between 'abstraction' and 'abstract'?,'abstraction' [instance hypernym] 'abstract',['instance hypernym'],derivationally related form,"[""True. Reason: 'Abstract' is the adjective form of 'abstraction'.""]",['true'],['has part']
bergen,instance hypernym,city,What is the relationship between 'bergen' and 'city'?,'bergen' [instance hyponym] 'city',['instance hyponym'],instance hypernym,"['This question is ambiguous because ""bergen"" could refer to several entities such as a city in Norway or a type of luggage. To provide an accurate response, I will assume the question is referring to the city in Norway. In this case, the relationship between \'bergen\' and \'city\' is True. Reason: Bergen is a city in Norway, so it is a city in itself.']",['not found'],['instance hyponym']
unintelligent,derivationally related form,stupid,What is the relationship between 'unintelligent' and 'stupid'?,'unintelligent' [similar to] 'stupid',['similar to'],derivationally related form,"[""True. Reason: In common sense, 'unintelligent' and 'stupid' are often considered synonymous or similar in meaning, both implying a lack of intelligence or low cognitive abilities.""]",['true'],['similar to']
persecute,hypernym,torment,What is the relationship between 'persecute' and 'torment'?,'persecute' [verb group] 'torment',['verb group'],hypernym,"['False. Reason: While both ""persecute"" and ""torment"" can involve causing suffering or distress to someone, they do not have a direct relationship in a knowledge graph. The relationship between these two entities would not typically be explicitly represented in a common sense knowledge graph.']",['false'],['similar to']
doubt,derivationally related form,agnostic,What is the relationship between 'doubt' and 'agnostic'?,'doubt' [hypernym] 'agnostic',['hypernym'],derivationally related form,"['False. Reason: Doubt and agnosticism are related concepts, but they are not directly synonymous or directly connected in a typical knowledge graph. Doubt generally refers to uncertainty or lack of conviction about something, while agnosticism specifically refers to the belief that the existence of a deity or deities is unknown or unknowable.']",['false'],['hypernym']
deprive,derivationally related form,privation,What is the relationship between 'deprive' and 'privation'?,'deprive' [derivationally related form] 'privation',['derivationally related form'],derivationally related form,"[""False. Reason: The relationship between 'deprive' and 'privation' is not direct. While 'deprive' means to deny someone of something, 'privation' refers to the lack or absence of basic necessities or comforts. Though they are related in the sense that depriving someone of something can lead to privation, they are not directly synonymous or interchangeable.""]",['false'],['derivationally related form']
coelenterate_family,hypernym,family,What is the relationship between 'coelenterate_family' and 'family'?,'coelenterate_family' [hypernym] 'family',['hypernym'],hypernym,"[""This question is unclear as it lacks context or specific information about the entities 'coelenterate_family' and 'family' in a knowledge graph. To provide an accurate answer, I need more details about the entities and their potential relationships. Please provide more specific information for me to verify the relationship between 'coelenterate_family' and 'family' in the knowledge graph.""]",['not found'],['hypernym']
kuwait,has part,kuwait,What is the relationship between 'kuwait' and 'kuwait'?,'kuwait' [similar to] 'kuwait',['similar to'],has part,"['True. Reason: Both entities refer to the same country, so they are related as being the same entity.']",['true'],['similar to']
tail,hypernym,process,What is the relationship between 'tail' and 'process'?,'tail' [has part] 'process',['has part'],hypernym,"[""False. Reason: Typically, there is no direct relationship between the concept of 'tail' (referring to the hind part of an animal) and 'process' (referring to a series of actions or steps taken to achieve a particular end). These entities do not have a meaningful or logical connection in a knowledge graph based on common sense.""]",['false'],['has part']
self-feeder,hypernym,machine,What is the relationship between 'self-feeder' and 'machine'?,'self-feeder' [hyponym] 'machine',['hyponym'],hypernym,"['False. Reason: Self-feeder is not typically associated with machines. A self-feeder is someone or something that is able to feed itself without assistance, while a machine is a device that uses power to apply forces and control movement to perform tasks. These two entities are not commonly related in a knowledge graph based on common sense.']",['false'],['instance hyponym']
marsilea,hypernym,fern_genus,What is the relationship between 'marsilea' and 'fern_genus'?,'marsilea' [hypernym] 'fern_genus',['hypernym'],hypernym,['I do not have access to a knowledge graph.'],['not found'],['hypernym']
body,hypernym,message,What is the relationship between 'body' and 'message'?,'body' [has part] 'message',['has part'],hypernym,"[""This question is vague as 'body' and 'message' can have multiple different relationships depending on the context. Could you please provide more information or specify the type of relationship you are referring to?""]",['not found'],['part of']
sense,derivationally related form,sensory,What is the relationship between 'sense' and 'sensory'?,'sense' [derivationally related form] 'sensory',['derivationally related form'],derivationally related form,"[""True. Reason: The relationship between 'sense' and 'sensory' is that of being related or connected. 'Sense' refers to a faculty by which the body perceives an external stimulus, while 'sensory' is an adjective relating to the senses or the perception of stimuli. The two concepts are inherently connected through their association with perception and the ability to sense things in the environment.""]",['true'],['has part']
